name,description,link_url,image_url,manufacturer_id
5″W Toscano Wall Sconce | 151197,"An exquisite wall sconce design comes to light with all of the sparkle of a regal castle, conjuring up images of romantic bygone days. An Ivory faux candlelight perched on a bobeche with ballpoint accent is embraced by a linear arm with a scroll accent. The authentic frame and hardware that supports this fixture are featured in a Cajun Spice finish.Handcrafted in the USA, custom sizes, styles, colors and dimmable energy efficient lamping options such as LED are available. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/5w-toscano-wall-sconce-151197/,https://2ndave.com/wp-content/uploads/2022/12/151197.jpg,1261
5″W Toscano Wall Sconce | 165964,"An exquisite sconce design comes to light with all of the sparkle of a regal castle, conjuring up images of romantic bygone days. A single  faux Ivory colored candlelight perched on a bobeche with a ballpoint accent is embraced by a linear arm. The authentic frame and hardware that supports this fixture are featured in a Corinth finish. Handcrafted in the USA, custom sizes, styles, colors and dimmable energy efficient lamping options are available. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/5w-toscano-wall-sconce-165964/,https://2ndave.com/wp-content/uploads/2022/12/165964.jpg,1261
5″W Toscano Wall Sconce | 174331,"A rich exquisite look is evoked by the Toscano Wall Sconce. A single White faux candlelight adorns a bobeche with a long ballpoint finial accent, which is complemented with hardware featured in a Smoke finish. Handcrafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, NY. Sconces are offered with multiple candlelights (call for pricing). Choose from a wide variety of finishes and designs. Dimmable energy efficient lamping options are available. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/5w-toscano-wall-sconce-174331/,https://2ndave.com/wp-content/uploads/2022/12/174331.jpg,1261
5″W Toscano Wall Sconce | 185769,"A rich exquisite look is evoked by the Tuscano Wall Sconce. This handsome wall fixture design combines inspirational and historical influences. The Ivory faux candlelight shines brightly from a Pompeii Gold finished bobeche with a ballpoint finial. Handcrafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, NY. Candlelight colors, metal finishes and fixture sizes can be customized to your needs. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/5w-toscano-wall-sconce-185769-2/,https://2ndave.com/wp-content/uploads/2022/12/185769.jpg,1261
5″W Toscano Wall Sconce | 194549,"A rich exquisite look is evoked by the Tuscano Wall Sconce. This handsome wall fixture design combines inspirational and historical influences. The Ivory faux candlelight shines brightly from an Antique Iron Gate finished bobeche with a ballpoint finial. Handcrafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, NY. Candlelight colors, metal finishes and fixture sizes can be customized to your needs. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/5w-toscano-wall-sconce-194549/,https://2ndave.com/wp-content/uploads/2022/12/194549.jpg,1261
5″W Wallis Wall Sconce | 125829,"Romantic charm and elegance come to light with the Wallis wall sconce, which features an Amber faux candlelight topped with a White Textrene shade perched on a bobeche which is attached to scroll designed arms. The hand forged hardware, frame and accents are highlighted in a Cajun Spice finish. Handcrafted by highly skilled artisans in our Upstate New York manufacturing facility, this fixture is available in custom sizes, styles, colors and energy efficient lamping options such as LED. This sconce is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/5w-wallis-wall-sconce-125829/,https://2ndave.com/wp-content/uploads/2022/12/125829.jpg,1261
5″W Wallis Wall Sconce | 149000,"Romantic charm and elegance come to light with the Wallis wall sconce, which features a Clear Glass Hurricane shade that reveals an Amber faux candlelight perched on bobeches attached to scroll designed arms. The hand forged hardware, frame and accents are highlighted in a Cajun Spice finish. Handcrafted by highly skilled artisans in our Upstate New York manufacturing facility, this fixture is available in custom sizes, styles, colors and energy efficient lamping options such as LED. This sconce is UL and cUL listed for damp and dry locations.",https://2ndave.com/product/5w-wallis-wall-sconce-149000/,https://2ndave.com/wp-content/uploads/2022/12/149000.jpg,1261
5″W Wallis Wall Sconce | 160718,"Romantic charm and elegance come to light with the Wallis wall sconce, which is designed as a dramatic accent for any room or corridor. The sconce features a Natural Linen Textrene shade perched on a faux candlelight and bobeche with a scrolled arm and hardware featured in a Gilded Tobacco finish. Custom crafted by highly skilled artisans in our 180,000 square foot manufacturing facility in Yorkville, New York. Custom colors, styles and sizes are available, as well as dimmable energy efficient lamping options such as LED. UL and cUL listed for damp and dry locations.",https://2ndave.com/product/5w-wallis-wall-sconce-160718/,https://2ndave.com/wp-content/uploads/2022/12/160718.jpg,1261
5″W X 55″H PENDANT | 258820,no description available.,https://2ndave.com/product/5w-x-55h-pendant-258820/,https://2ndave.com/wp-content/uploads/2023/05/258820.jpg,1261
50″ Long Caiden 6 Light Pot Rack | 120275,"An upscale transitional lighting design, Caiden is highlighted with large scroll accents and a Gilded Tobacco finished frame with hooks to display fine cookware for easy access in kitchens. 6 Amber faux candlelights provide beautiful ambient illumination while 2 downlights deliver functional lighting on surfaces below. Handmade by highly skilled artisans in the USA. Custom sizes, designs, finishes and dimmable lamping options such as LED are available. The 50-inch long fixture is UL and CUL listed dry and damp locations. (Cookware not included)",https://2ndave.com/product/50-long-caiden-6-light-pot-rack-120275/,https://2ndave.com/wp-content/uploads/2022/12/120275.jpg,1261
50″ Long Caiden 6 Light Pot Rack | 195226,"An upscale transitional lighting design, Caiden is highlighted with large scroll accents and a Blackwash finished frame with hooks to display fine cookware for easy access in kitchens. 6 Ivory faux candlelights provide beautiful ambient illumination while 2 downlights deliver functional lighting on surfaces below. Handmade by highly skilled artisans in the USA. Custom sizes, designs, finishes and dimmable lamping options such as LED are available. The 50-inch long fixture is UL and CUL listed dry and damp locations. (Cookware not included)",https://2ndave.com/product/50-long-caiden-6-light-pot-rack-195226/,https://2ndave.com/wp-content/uploads/2022/12/195226.jpg,1261
50″ Long Conques 12 Light Chandelier | 250747,"This sumptuous decorative lighting design adds a touch of elegance and beautiful ambient lighting to your interiors. Conques features a stunning Oil Rubbed Bronze finish and is designed to make the perfect centerpiece of any room. An elaborate scroll-like design and 12 decorative bobeches embrace an equal number of Ivory faux candlelights. The chandelier is the ideal centerpiece for a lobby, entryway, ballroom and other spaces. Overall height ranges from 37 to 50 inches as the chain can be easily adjusted in the field. The Conques Chandelier is featured in our American-made, American designed handcrafted Traditional Lighting Collection. Manufactured in Yorkville, New York. UL and cUL listed for dry and damp locations.",https://2ndave.com/product/50-long-conques-12-light-chandelier-250747/,https://2ndave.com/wp-content/uploads/2022/12/250747.jpg,1261
